cycle,state,dem_poll_avg,dem_poll_avg_margin,incumbent_party,incumbent_running,party_winner
2016,Alabama,35.14891,-21.18848,democrat,0,republican
2016,Alaska,39.10066,-6.079999999999998,democrat,0,republican
2016,Arizona,42.92815,-2.699859999999994,democrat,0,republican
2016,Arkansas,33.52097,-19.4925,democrat,0,republican
2016,California,54.91905,22.08415,democrat,0,democrat
2016,Colorado,43.64732,2.8801500000000004,democrat,0,democrat
2016,Connecticut,51.05077,14.50678,democrat,0,democrat
2016,Delaware,50.08618,13.95917,democrat,0,democrat
2016,District of Columbia,85.58946,79.09177100000001,democrat,0,democrat
2016,Florida,46.39832,0.9193599999999975,democrat,0,republican
2016,Georgia,44.38727,-3.9287300000000016,democrat,0,republican
2016,Hawaii,51.887809999999995,23.943569999999994,democrat,0,democrat
2016,Idaho,29.687509999999996,-16.333560000000006,democrat,0,republican
2016,Illinois,50.97485,14.387230000000002,democrat,0,democrat
2016,Indiana,37.3296,-12.931809999999999,democrat,0,republican
2016,Iowa,40.87534,-4.2520899999999955,democrat,0,republican
2016,Kansas,36.81242,-13.638709999999996,democrat,0,republican
2016,Kentucky,33.53967,-21.327299999999994,democrat,0,republican
2016,Louisiana,37.1587,-13.113149999999997,democrat,0,republican
2016,Maine,46.01504,6.674010000000003,democrat,0,democrat
2016,Maryland,59.92575,32.56131,democrat,0,democrat
2016,Massachusetts,55.71963,27.676270000000006,democrat,0,democrat
2016,Michigan,45.66772,3.1636200000000017,democrat,0,republican
2016,Minnesota,46.96928,8.912939999999992,democrat,0,democrat
2016,Mississippi,41.43731,-7.807280000000006,democrat,0,republican
2016,Missouri,38.22606,-12.11157,democrat,0,republican
2016,Montana,32.673390000000005,-18.036669999999994,democrat,0,republican
2016,Nebraska,33.61203,-17.786450000000002,democrat,0,republican
2016,Nevada,44.89117,0.6799999999999997,democrat,0,democrat
2016,New Hampshire,44.56515,2.263620000000003,democrat,0,democrat
2016,New Jersey,51.68812,13.978319999999997,democrat,0,democrat
2016,New Mexico,43.84036,4.945059999999998,democrat,0,democrat
2016,New York,54.164730000000006,19.373690000000003,democrat,0,democrat
2016,North Carolina,46.44271,1.1001699999999985,democrat,0,republican
2016,North Dakota,29.20324,-26.210029999999996,democrat,0,republican
2016,Ohio,42.63316,-2.9719499999999996,democrat,0,republican
2016,Oklahoma,30.795340000000003,-26.450140000000005,democrat,0,republican
2016,Oregon,45.89365,8.421640000000004,democrat,0,democrat
2016,Pennsylvania,46.50476,3.050139999999999,democrat,0,republican
2016,Rhode Island,47.45552,11.31946,democrat,0,democrat
2016,South Carolina,41.16662,-5.853520000000003,democrat,0,republican
2016,South Dakota,32.46563,-18.935390000000005,democrat,0,republican
2016,Tennessee,39.00087,-9.180100000000003,democrat,0,republican
2016,Texas,38.6247,-9.70185,democrat,0,republican
2016,Utah,26.918459999999996,-10.509300000000003,democrat,0,republican
2016,Vermont,55.186659999999996,29.402519999999996,democrat,0,democrat
2016,Virginia,47.26719,5.412199999999999,democrat,0,democrat
2016,Washington,50.27108,15.181009999999993,democrat,0,democrat
2016,West Virginia,28.617829999999998,-27.23420000000001,democrat,0,republican
2016,Wisconsin,46.56556,4.916080000000001,democrat,0,republican
2016,Wyoming,22.07957,-37.87742,democrat,0,republican
